ID,Deputados,Órgãos,Votações
989,"73592, 73764, 73778, 73795, 74185, 74238, 74240, 74427, 74466, 74765, 74797",5429,Nenhuma votação
1177,"73422, 73427, 73460, 73491, 73531, 73567, 73775, 73778, 73788, 74240, 74298, 74327, 74654, 74759, 74777, 74793, 74794, 74860, 74861",5444,Nenhuma votação
1213,"73484, 73535, 73579, 73645, 73792, 74225, 74462, 74470, 74577, 74590, 74695, 74700, 74856",5364,Nenhuma votação
1388,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,Nenhuma votação
740,"73434, 73681, 73692, 73885, 74563, 74644, 74655, 74675",2014,Nenhuma votação
769,"73535, 73602, 73778, 73793, 73896, 74021, 74298, 74419, 74452, 74542, 74787, 74793, 74795",2010,Nenhuma votação
780,"73454, 73990, 74298, 74362, 74417, 74462, 74550, 74581, 74647, 74673, 74699",2011,Nenhuma votação
799,"73602, 74021",2017,Nenhuma votação
804,"73428, 73431, 73441, 73482, 73557, 73645, 73686, 73689, 73778, 73792, 73794, 73888, 74137, 74192, 74225, 74291, 74308, 74454, 74545, 74552, 74555, 74560, 74576, 74577, 74583, 74585, 74674, 74746, 74754, 74791, 74795, 74841, 74861",2018,Nenhuma votação
816,"73441, 73454, 73490, 73602, 74337, 74656, 74681",2004,Nenhuma votação
834,"73463, 73468, 73475, 73484, 73540, 73603, 73645, 73677, 73817, 73900, 73906, 74137, 74191, 74308, 74354, 74360, 74446, 74455, 74457, 74468, 74469, 74538, 74547, 74574, 74576, 74579, 74665, 74674, 74698, 74763, 74782, 74789, 74794, 74808, 74828, 74829, 74842",2003,"19845-23, 26395-21, 27178-19, 28841-10, 29112-10, 29114-10, 29116-10, 29117-10, 29330-19, 29641-10, 29995-12, 30514-10, 30531-10, 33803-2"
886,"73424, 73460, 73689, 74069, 74085, 74177, 74198, 74206, 74300, 74305, 74364, 74423, 74445, 74449, 74450, 74458, 74476, 74550, 74585, 74586, 74685, 74751, 74780, 74798, 74804, 74807, 74809, 74811",2006,Nenhuma votação
894,74586,2006,Nenhuma votação
1007,"73422, 73548, 73573, 73792, 74069, 74189, 74225, 74240, 74325, 74362, 74466, 74575, 74577, 74650, 74692, 74778, 74850, 74856",5335,Nenhuma votação
1144,"73442, 73548, 73558, 73595, 73688, 73778, 74134, 74298, 74455, 74700, 74793",5435,Nenhuma votação
1230,"73579, 73645, 74235, 74291, 74419, 74782, 74828, 74847",5333,Nenhuma votação
1284,"73446, 73468, 73534, 73645, 73778, 73781, 73794, 73889, 73891, 73896, 74075, 74225, 74344, 74362, 74535, 74549, 74555, 74575, 74579, 74650, 74652, 74665, 74674, 74746, 74771, 74777, 74791, 74810, 74856, 74860",5315,14267-41
1389,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,37908-1
1559,"73573, 73595, 74097, 74240, 74346, 74363, 74405, 74427, 74592, 74778, 74860",5436,Nenhuma votação
767,"73454, 73483, 73486, 73575, 73579, 73582, 73687, 73688, 73768, 73781, 73795, 73986, 74097, 74185, 74240, 74312, 74321, 74341, 74346, 74360, 74363, 74365, 74405, 74460, 74466, 74477, 74573, 74665, 74671, 74759, 74765, 74782",2001,Nenhuma votação
858,"73463, 73471, 73475, 73477, 73540, 73558, 73603, 73645, 73677, 73761, 73782, 73817, 73900, 73904, 73983, 74023, 74112, 74137, 74189, 74301, 74308, 74319, 74327, 74354, 74360, 74441, 74455, 74457, 74468, 74469, 74478, 74527, 74537, 74538, 74547, 74550, 74571, 74574, 74579, 74640, 74663, 74665, 74674, 74676, 74698, 74702, 74763, 74782, 74794, 74802, 74808, 74828, 74829",2003,"16355-29, 19096-17, 19964-31, 26352-13, 27172-27, 27179-17, 27558-10, 30005-10, 30479-10, 30538-10, 33211-13"
864,"73567, 73572, 73654, 73661, 73873, 73990, 74120, 74462, 74479, 74560, 74673, 74802, 74805",2011,Nenhuma votação
871,"73434, 73457, 73464, 73554, 73579, 73603, 73761, 73771, 74134, 74447, 74470, 74560, 74571, 74576, 74655, 74665, 74856",2007,Nenhuma votação
872,"73470, 73575, 73654, 73687, 73760, 73771, 73792, 73795, 73873, 73983, 74016, 74194, 74216, 74297, 74444, 74447, 74562, 74581, 74590",2009,Nenhuma votação
873,"73434, 74189, 74240, 74465, 74675",2015,Nenhuma votação
879,"73424, 73435, 73602, 73691, 73765, 73985, 74000, 74084, 74209, 74235, 74240, 74300, 74316, 74333, 74337, 74340, 74341, 74362, 74419, 74423, 74443, 74449, 74466, 74467, 74562, 74564, 74592, 74635, 74648, 74695, 74742, 74745, 74756, 74790, 74811, 74812, 74835",2016,"26194-12, 26754-13, 28312-14, 28731-14, 29278-12, 29901-12, 33837-2"
906,"73468, 73532, 73666, 73678, 73788, 73910, 73982, 74023, 74065, 74111, 74189, 74240, 74326, 74345, 74357, 74414, 74426, 74431, 74465, 74660, 74694, 74700, 74786, 74800, 74805, 74830, 74834, 74847",2015,Nenhuma votação
1128,"73434, 73459, 73461, 73467, 73470, 73471, 73476, 73490, 73545, 73585, 73667, 73775, 73777, 74405, 74477, 74537, 74560, 74590, 74592, 74652, 74655, 74704, 74779, 74790, 74795, 74798, 74856",526099,"35523-4, 35531-2, 35532-2, 35533-2, 35534-2"
1145,"73442, 73548, 73554, 73558, 73595, 73682, 73688, 73992, 74134, 74455, 74640, 74700, 74702, 74780, 74790, 74793",5435,"35695-2, 35704-2, 35706-2, 35712-2"
1178,"73422, 73427, 73460, 73466, 73531, 73567, 73775, 73778, 73992, 74131, 74240, 74298, 74449, 74545, 74647, 74654, 74759, 74793, 74794, 74860, 74861",5444,Nenhuma votação
1390,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,37901-1
1526,"73585, 73873, 74072, 74321, 74467, 74564",5426,Nenhuma votação
1712,"73477, 73569, 73574, 73579, 73602, 73687, 73760, 73771, 73910, 74016, 74108, 74112, 74337, 74362, 74549, 74562, 74575, 74581, 74585, 74655, 74675, 74779",5407,"35688-3, 35692-3, 35707-3, 35709-3"
2064,Nenhum deputado,535345,Nenhuma votação
777,"73434, 73459, 73464, 73470, 73476, 73482, 73490, 73570, 73596, 73603, 73652, 73667, 73672, 73681, 73684, 73690, 73692, 73885, 73891, 74016, 74187, 74194, 74211, 74216, 74297, 74303, 74357, 74362, 74405, 74444, 74463, 74470, 74479, 74560, 74562, 74563, 74568, 74575, 74578, 74590, 74644, 74652, 74655, 74656, 74675, 74690, 74699, 74779, 74799, 74807, 74834, 74848, 74856",2014,"16286-15, 17077-10, 17394-23, 18500-24, 19615-20, 19843-12, 20493-18, 20683-36, 26064-14, 26627-14, 27105-20, 33387-2, 33640-2, 33661-2, 33664-2, 33683-2"
802,"73431, 73441, 73445, 73471, 73476, 73548, 73554, 73579, 73645, 73690, 73778, 73792, 73794, 73979, 73981, 74075, 74090, 74112, 74137, 74192, 74225, 74235, 74301, 74357, 74477, 74520, 74529, 74537, 74545, 74552, 74555, 74564, 74576, 74577, 74580, 74583, 74585, 74587, 74648, 74674, 74695, 74697, 74746, 74747, 74751, 74754, 74767, 74771, 74781, 74791, 74795, 74810, 74841, 74846, 74847, 74850, 74861, 97707",2018,"15498-21, 18785-19, 20478-22, 26250-22, 30527-10, 30621-10"
810,"73467, 73531, 73555, 73575, 73667, 73685, 73687, 73760, 73771, 73894, 73906, 73909, 73983, 74016, 74084, 74192, 74194, 74200, 74216, 74297, 74344, 74439, 74444, 74447, 74459, 74475, 74476, 74478, 74562, 74568, 74581, 74590, 74668, 74679, 74690, 74780, 74787, 74789, 74792, 74798, 74799, 74810, 74842",2009,"15575-28, 19071-27, 19790-20, 19929-23, 20312-14, 26133-22, 26725-20, 27095-17, 27499-15, 28009-25, 28513-19, 32033-14"
849,"73454, 73456, 73472, 73483, 73575, 73579, 73582, 73653, 73688, 73768, 73781, 73782, 73783, 73792, 73795, 73886, 73989, 74001, 74077, 74097, 74185, 74240, 74298, 74305, 74341, 74346, 74351, 74363, 74365, 74405, 74443, 74461, 74466, 74473, 74477, 74527, 74542, 74554, 74573, 74575, 74671, 74759, 74783, 74797, 74801, 74810",2001,Nenhuma votação
850,"65904, 73427, 73434, 73435, 73442, 73462, 73464, 73467, 73548, 73557, 73559, 73573, 73596, 73662, 73672, 73686, 73688, 73772, 73775, 73781, 73907, 74021, 74069, 74087, 74108, 74124, 74177, 74195, 74199, 74200, 74304, 74329, 74349, 74351, 74364, 74454, 74455, 74459, 74468, 74479, 74535, 74549, 74554, 74558, 74561, 74564, 74565, 74568, 74574, 74581, 74588, 74632, 74637, 74672, 74686, 74691, 74694, 74702, 74778, 74779, 74783, 74784, 74801, 74810, 74833, 74860, 97707",2002,"13308-8, 13386-7, 22738-11, 23160-9, 23177-12, 23187-10, 23284-6, 23293-17, 23315-9, 23323-12, 26077-10, 27456-10, 27458-10, 29508-13, 29753-11, 30064-12, 30460-13, 30505-10, 30588-10, 30615-10, 30616-10, 34186-2"
853,"73454, 73572, 73579, 73777, 73990, 74100, 74333, 74462",2011,Nenhuma votação
857,"73441, 73490, 73491, 73653, 73777, 73780, 73983, 74001, 74295, 74319, 74337, 74357, 74560, 74582, 74588, 74592, 74681, 74767, 74810, 74841, 74851, 74856",2004,"16357-9, 18634-25, 26641-12, 33892-2"
874,"73445, 73458, 73466, 73469, 73595, 73660, 73667, 73685, 73692, 73760, 73778, 73794, 73795, 73874, 73889, 74075, 74185, 74346, 74355, 74451, 74455, 74547, 74548, 74558, 74592, 74647, 74660, 74665, 74674, 74685, 74697, 74704, 74785, 74793, 74804, 74860, 97707",2008,Nenhuma votação
878,"73434, 73532, 73666, 73910, 73982, 74023, 74065, 74099, 74108, 74111, 74189, 74240, 74326, 74357, 74414, 74426, 74431, 74467, 74660, 74675, 74694, 74700, 74800, 74805, 74834",2015,Nenhuma votação
891,"73455, 73472, 73491, 73545, 73559, 73564, 73570, 73573, 74216, 74321, 74355, 74417, 74452, 74475, 74588, 74742, 74745, 74756, 74759, 74778, 74809",2012,"15971-26, 18328-19, 27334-16, 31774-4, 32436-3"
892,"73432, 73445, 73469, 73470, 73487, 73535, 73560, 73595, 73660, 73682, 73778, 73780, 73896, 73897, 74095, 74131, 74207, 74211, 74298, 74318, 74419, 74447, 74450, 74452, 74541, 74542, 74552, 74556, 74584, 74670, 74672, 74693, 74772, 74787, 74793, 74795, 74809, 74849",2010,"15368-27, 15398-25, 33857-2, 34298-2"
898,"73435, 73463, 73471, 73484, 73486, 73540, 73558, 73645, 73674, 73677, 73761, 73782, 73817, 73900, 73904, 73906, 73983, 74023, 74084, 74087, 74090, 74112, 74137, 74191, 74301, 74308, 74319, 74327, 74360, 74439, 74441, 74446, 74455, 74459, 74461, 74468, 74469, 74478, 74527, 74537, 74538, 74547, 74550, 74556, 74574, 74576, 74579, 74580, 74640, 74663, 74665, 74674, 74676, 74698, 74702, 74763, 74782, 74789, 74792, 74794, 74801, 74808, 74828, 74829, 74840, 74842",2003,"34249-2, 34364-2"
1179,"73422, 73427, 73460, 73466, 73491, 73531, 73775, 73778, 73992, 74131, 74240, 74298, 74319, 74327, 74446, 74451, 74545, 74559, 74647, 74759, 74793, 74842, 74860, 74861",5444,Nenhuma votação
1391,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,Nenhuma votação
1680,"65904, 73454, 73652, 73674, 73681, 74001, 74095, 74112, 74186, 74187, 74191, 74192, 74225, 74312, 74408, 74414, 74419, 74430, 74444, 74445, 74453, 74458, 74460, 74462, 74465, 74475, 74529, 74541, 74572, 74812, 74813",5427,Nenhuma votação
851,"65904, 73427, 73434, 73435, 73442, 73462, 73464, 73467, 73548, 73557, 73559, 73573, 73596, 73662, 73672, 73686, 73688, 73772, 73781, 73907, 74021, 74069, 74087, 74108, 74124, 74177, 74195, 74199, 74200, 74304, 74329, 74349, 74351, 74364, 74454, 74455, 74459, 74468, 74479, 74535, 74549, 74554, 74558, 74561, 74564, 74565, 74568, 74574, 74581, 74588, 74632, 74637, 74672, 74686, 74691, 74694, 74702, 74763, 74778, 74779, 74783, 74784, 74810, 74833, 74860, 97707",2002,Nenhuma votação
856,"73490, 73602, 73979, 74072, 74075, 74085, 74094, 74097, 74099, 74340, 74346, 74349, 74351, 74357, 74363, 74364, 74465",2017,34404-2
869,"73760, 73771, 73894, 73906, 73983, 74016, 74194, 74200, 74459, 74568, 74581, 74590, 74650, 74690, 74792, 74799",2009,Nenhuma votação
882,"73434, 73457, 73579, 73603, 73686, 73771, 74134, 74137, 74211, 74297, 74560, 74571, 74655, 74665",2007,Nenhuma votação
884,"73557, 73595, 73907, 74451, 74592, 74593, 74785",2008,Nenhuma votação
901,"73471, 73491, 73569, 73645, 73652, 73667, 74016, 74200, 74211, 74308, 74327, 74346, 74362, 74444, 74445, 74465, 74520, 74560, 74585, 74674, 74675, 74784, 74792",5438,Nenhuma votação
909,"73471, 73603, 73900, 73983, 74090, 74137, 74301, 74455, 74469, 74537, 74538, 74571, 74665, 74674, 74676, 74792, 74801, 74808, 74828, 74842",2003,Nenhuma votação
913,"73424, 73540, 73558, 73603, 73981, 74000, 74308, 74344, 74419, 74454, 74455, 74535, 74555, 74557, 74592, 74640, 74657, 74754, 74771, 74781, 74793, 74848, 74860",5550,Nenhuma votação
931,"73681, 74120, 74216, 74297, 74303, 74405, 74417, 74462, 74465, 74466, 74475, 74529, 74542, 74550, 74552, 74559, 74563, 74568, 74573, 74576, 74593, 74635",5437,Nenhuma votação
1146,"73441, 73442, 73539, 73548, 73554, 73558, 73595, 74134, 74298, 74700, 74702, 74780, 74790, 74793",5435,Nenhuma votação
1232,"73420, 73434, 73484, 73548, 73569, 73579, 73645, 73764, 74017, 74099, 74235, 74362, 74419, 74457, 74462, 74520, 74560, 74571, 74577, 74583, 74700, 74782, 74800, 74802, 74828, 74835, 74847, 74856",5333,14464-46
1290,"73434, 73484, 73548, 73569, 73579, 73645, 74017, 74099, 74291, 74362, 74419, 74462, 74560, 74571, 74695, 74771, 74782, 74810, 74828, 74835, 74847, 74856",5333,Nenhuma votação
1392,"73470, 73475, 73487, 73532, 73888, 73896, 74192, 74199, 74646",180,21823-76
1393,"73532, 73896, 74192, 74199, 74646",180,Nenhuma votação
1560,"73573, 73595, 73979, 74094, 74097, 74137, 74240, 74346, 74349, 74354, 74363, 74364, 74405, 74592, 74778, 74828, 74860",5436,Nenhuma votação
915,"73485, 73531, 73555, 73654, 73687, 73760, 73771, 73873, 73894, 73909, 73983, 74016, 74200, 74344, 74430, 74439, 74444, 74447, 74459, 74467, 74568, 74650, 74668, 74669, 74679, 74690, 74789, 74792, 74799",2009,Nenhuma votação
916,"73435, 73446, 73539, 73561, 73579, 73602, 73691, 73765, 73767, 73884, 73985, 74000, 74005, 74018, 74084, 74109, 74190, 74209, 74222, 74300, 74316, 74333, 74340, 74341, 74362, 74419, 74449, 74453, 74467, 74564, 74571, 74591, 74635, 74648, 74657, 74695, 74742, 74749, 74756, 74790, 74811, 74812, 74835",2016,Nenhuma votação
927,"73463, 73471, 73475, 73486, 73540, 73558, 73677, 73761, 73782, 73817, 73900, 73904, 73906, 74090, 74112, 74308, 74319, 74360, 74441, 74446, 74455, 74459, 74469, 74537, 74538, 74547, 74574, 74579, 74640, 74663, 74665, 74674, 74676, 74684, 74698, 74702, 74763, 74782, 74789, 74794, 74802, 74828, 74842",2003,"13670-22, 13820-8, 16074-17, 16452-54, 20156-44, 20920-60, 28079-29, 28080-24, 28898-10, 29084-10, 29087-25, 30510-10, 33039-13, 33109-13"
933,"73428, 73431, 73441, 73462, 73471, 73476, 73548, 73554, 73555, 73558, 73579, 73777, 73778, 73792, 73888, 74090, 74125, 74225, 74235, 74291, 74477, 74520, 74537, 74545, 74555, 74576, 74583, 74585, 74695, 74771, 74795, 74841, 74847, 74850, 74861",2018,Nenhuma votação
947,"73434, 73441, 73461, 73490, 73491, 73567, 73602, 73775, 73777, 74248, 74319, 74337, 74434, 74560, 74588, 74656, 74765, 74841",2004,Nenhuma votação
960,"65498, 73434, 73459, 73476, 73652, 73681, 73885, 73891, 74194, 74216, 74362, 74405, 74463, 74562, 74563, 74590, 74644, 74655, 74675, 74753, 74777, 74807, 74848, 74856",2014,Nenhuma votação
973,"65498, 73688, 74312, 74419, 74458, 74462, 74585",2006,Nenhuma votação
974,"65498, 73424, 73460, 73569, 73599, 73689, 74195, 74198, 74206, 74326, 74345, 74358, 74364, 74417, 74423, 74445, 74449, 74450, 74458, 74476, 74550, 74585, 74586, 74635, 74685, 74687, 74751, 74784, 74798, 74804, 74807, 74809",2006,Nenhuma votação
1147,"73428, 73441, 73442, 73548, 73554, 73558, 73682, 73688, 73777, 74134, 74455, 74640, 74700, 74702, 74780, 74790, 74793",5435,Nenhuma votação
1181,"73427, 73432, 73460, 73491, 73531, 73567, 73778, 73907, 74125, 74131, 74298, 74446, 74545, 74647, 74654, 74759, 74793, 74794, 74861",5444,Nenhuma votação
1202,"73434, 73459, 73461, 73471, 73476, 73490, 73545, 73585, 73777, 74329, 74405, 74477, 74590, 74655, 74700, 74704, 74779, 74783, 74790, 74795, 74798",526099,Nenhuma votação
1231,"73569, 73579, 73645, 73764, 74235, 74419, 74695, 74782, 74828, 74856",5333,Nenhuma votação
1394,"73470, 73475, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1618,"65904, 73477, 73574, 73579, 73602, 73692, 73771, 73910, 73979, 74112, 74133, 74337, 74467, 74575, 74581, 74655, 74675, 74779, 74799",5407,Nenhuma votação
2065,Nenhum deputado,535345,Nenhuma votação
899,"73572, 73579, 73990, 74100, 74120, 74462, 74647, 74673, 74680, 74687",2011,Nenhuma votação
903,"73472, 73491, 73507, 73545, 73559, 73570, 73776, 73888, 73987, 74017, 74186, 74216, 74355, 74417, 74427, 74452, 74475, 74553, 74588, 74688, 74742, 74745, 74756, 74759, 74778, 74788, 74809",2012,Nenhuma votação
907,"73441, 73446, 73454, 73461, 73490, 73491, 73585, 73775, 73777, 74133, 74337, 74342, 74560, 74582, 74656, 74681, 74765, 74810, 74851",2004,Nenhuma votação
908,"73422, 73445, 73458, 73466, 73469, 73595, 73660, 73685, 73794, 73874, 73889, 73893, 74075, 74185, 74342, 74346, 74355, 74442, 74455, 74464, 74547, 74548, 74558, 74567, 74593, 74647, 74660, 74674, 74697, 74704, 74785, 74804",2008,"32031-23, 34455-2, 34577-2, 34843-2"
914,"73454, 73456, 73472, 73474, 73483, 73486, 73553, 73579, 73582, 73653, 73674, 73688, 73764, 73781, 73782, 73792, 73795, 73889, 73896, 73986, 73989, 74018, 74072, 74077, 74097, 74185, 74186, 74191, 74240, 74305, 74312, 74328, 74341, 74346, 74351, 74358, 74363, 74405, 74442, 74443, 74460, 74461, 74466, 74473, 74477, 74541, 74542, 74554, 74572, 74573, 74575, 74665, 74671, 74759, 74765, 74783, 74791, 74797, 74801, 74810, 74813",2001,"20429-20, 27777-47, 33523-21"
919,"73445, 73469, 73535, 73536, 73560, 73595, 73660, 73682, 73767, 73778, 73780, 73793, 73896, 73897, 73987, 74075, 74084, 74090, 74211, 74298, 74316, 74318, 74340, 74345, 74419, 74450, 74452, 74535, 74541, 74542, 74556, 74584, 74654, 74670, 74672, 74693, 74772, 74787, 74788, 74793, 74795, 74809, 74849",2010,Nenhuma votação
920,"73987, 74075, 74084, 74090, 74340, 74345, 74346, 74351, 74654",2017,Nenhuma votação
922,"65904, 73434, 73435, 73442, 73460, 73461, 73464, 73467, 73548, 73557, 73559, 73569, 73596, 73672, 73688, 73772, 73781, 73907, 74087, 74108, 74124, 74195, 74200, 74303, 74329, 74349, 74351, 74356, 74358, 74364, 74425, 74427, 74454, 74455, 74468, 74535, 74549, 74554, 74555, 74558, 74561, 74564, 74568, 74581, 74588, 74591, 74632, 74640, 74672, 74686, 74694, 74699, 74702, 74744, 74778, 74779, 74783, 74784, 74810, 74833",2002,"17534-10, 23079-7, 23082-10, 23167-12, 23243-15, 23245-9, 23278-9, 23286-6, 27457-10, 27472-10, 27474-10, 27480-10, 27538-20, 29295-11, 29301-14, 29439-11, 29440-11, 29739-11, 29741-11, 29796-10, 29799-10, 29800-10, 29801-10, 29804-10, 29806-10, 30050-12, 30051-12, 30067-12, 30123-11, 30456-10, 30457-13, 30459-13, 30463-10, 30466-10, 30485-10, 30490-10, 30525-10, 30528-10, 30532-10, 30652-10, 33705-3, 33707-3, 33709-3"
923,"65904, 73434, 73435, 73442, 73460, 73461, 73464, 73467, 73548, 73557, 73559, 73569, 73596, 73672, 73688, 73772, 73781, 73907, 74087, 74108, 74124, 74195, 74200, 74303, 74329, 74349, 74351, 74356, 74358, 74364, 74425, 74427, 74454, 74455, 74468, 74535, 74549, 74554, 74555, 74561, 74564, 74568, 74581, 74588, 74591, 74632, 74640, 74672, 74686, 74688, 74694, 74699, 74702, 74744, 74778, 74779, 74783, 74784, 74810, 74833, 74841, 74861",2002,Nenhuma votação
924,"73445, 73469, 73535, 73536, 73560, 73595, 73660, 73682, 73767, 73778, 73780, 73793, 73896, 73897, 74211, 74298, 74316, 74318, 74419, 74450, 74452, 74535, 74541, 74542, 74556, 74584, 74670, 74672, 74693, 74772, 74787, 74788, 74793, 74795, 74809, 74849",2010,"33736-4, 33851-3, 33859-4, 34243-3, 34679-2"
934,"73431, 73441, 73445, 73462, 73471, 73476, 73548, 73554, 73579, 73643, 73645, 73778, 73792, 73794, 73888, 73987, 74075, 74090, 74102, 74112, 74125, 74192, 74225, 74235, 74291, 74456, 74477, 74520, 74529, 74535, 74537, 74545, 74555, 74564, 74576, 74580, 74583, 74585, 74587, 74648, 74674, 74680, 74695, 74697, 74746, 74751, 74754, 74781, 74791, 74795, 74810, 74846, 74847, 74850, 74861",2018,26105-11
944,"65498, 73434, 73456, 73459, 73464, 73476, 73490, 73569, 73570, 73596, 73666, 73667, 73672, 73692, 73817, 74016, 74194, 74211, 74216, 74297, 74303, 74343, 74344, 74405, 74559, 74562, 74563, 74568, 74575, 74578, 74590, 74644, 74655, 74656, 74675, 74682, 74762, 74779, 74807, 74848, 74856",2014,Nenhuma votação
949,"73435, 73463, 73471, 73475, 73477, 73540, 73558, 73599, 73643, 73645, 73674, 73677, 73782, 73817, 73900, 73904, 73983, 74023, 74076, 74084, 74087, 74090, 74112, 74191, 74301, 74319, 74343, 74354, 74360, 74439, 74441, 74446, 74455, 74459, 74461, 74468, 74469, 74537, 74538, 74547, 74550, 74571, 74574, 74579, 74580, 74587, 74640, 74665, 74674, 74684, 74700, 74702, 74763, 74782, 74789, 74794, 74802, 74808, 74828, 74829, 74840, 74842",2003,"13806-81, 14098-20, 14203-23, 14983-80, 15320-58, 18118-25, 19090-34, 19991-29, 20075-40, 27296-25, 27328-23, 27645-23, 27932-24, 27963-22, 28066-27, 28081-23, 28082-23, 28083-23, 28825-26, 28826-19, 28837-25, 28901-23, 28911-25, 29080-19, 29125-21"
962,"65498, 73434, 73456, 73470, 73476, 73477, 73561, 73666, 73667, 73681, 73885, 73891, 74211, 74216, 74297, 74343, 74353, 74405, 74463, 74562, 74563, 74578, 74590, 74644, 74655, 74656, 74675, 74682, 74699, 74779, 74848, 74856",2014,"34819-3, 34872-3, 34874-3, 34875-3, 34877-3"
1395,"73470, 73475, 73532, 73888, 73896, 74646",180,Nenhuma votação
912,"74075, 74340, 74342, 74357, 74364, 74445",2017,Nenhuma votação
925,"73422, 73469, 73535, 73560, 73595, 73778, 73793, 73896, 73897, 74452, 74455, 74542, 74556, 74670, 74693, 74704, 74785, 74787, 74793, 74795",2010,Nenhuma votação
940,"73434, 73457, 73459, 73464, 73554, 73569, 73579, 73771, 74134, 74446, 74554, 74560, 74571, 74655, 74665, 74692, 74751, 74841",2007,"15239-20, 33847-2, 33848-2, 33850-2, 34647-2, 34649-2, 34652-2, 34654-2, 34655-2, 34657-2, 34812-2, 34813-2, 34818-2, 34820-2, 34821-2, 34823-2, 34828-2, 35798-2"
941,"73471, 73569, 73645, 73652, 73654, 73667, 74200, 74235, 74333, 74346, 74362, 74444, 74445, 74465, 74585, 74674, 74675, 74681, 74784",5438,"34552-2, 34642-2"
948,"73427, 73431, 73441, 73548, 73554, 73555, 73579, 73643, 73645, 73778, 73792, 73888, 74102, 74192, 74535, 74576, 74583, 74585, 74697, 74754, 74795, 74810, 74841, 74861",2018,Nenhuma votação
954,"73422, 73469, 73535, 73560, 73595, 73778, 73793, 73896, 73897, 74452, 74455, 74542, 74556, 74670, 74693, 74704, 74785, 74787, 74793, 74795",2008,Nenhuma votação
959,"73441, 73455, 73491, 73602, 73983, 74337, 74560, 74588, 74692, 74765, 74810, 74841",2004,Nenhuma votação
967,"73582, 74216, 74297, 74305, 74306, 74405, 74421, 74430, 74456, 74460, 74466, 74468, 74475, 74550, 74554, 74563",5437,Nenhuma votação
968,"65498, 73434, 73454, 73457, 73459, 73471, 73534, 73553, 73579, 73652, 73666, 73667, 73672, 73764, 74124, 74187, 74479, 74554, 74644, 74670, 74704, 74742, 74795, 74807, 74808, 74809, 74811, 74812, 74813, 74851",5348,Nenhuma votação
1148,"73442, 73548, 73554, 73558, 73561, 73682, 73688, 74134, 74700, 74702, 74780, 74793",5435,"35722-2, 35725-2, 35727-2, 35728-2, 35730-2"
1182,"73427, 73460, 73531, 73567, 73778, 73907, 74131, 74298, 74408, 74654, 74759, 74793, 74794, 74861",5444,"35819-2, 35820-2, 35821-2, 35822-2"
1396,"73470, 73475, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1397,"73470, 73475, 73532, 73888, 73896, 74192, 74646",180,Nenhuma votação
1527,"74072, 74419, 74467, 74772",5426,Nenhuma votação
1650,"65498, 73454, 73602, 73652, 73681, 74112, 74187, 74408, 74419, 74445, 74462, 74465, 74475, 74529, 74550, 74807, 74812, 74813",5427,Nenhuma votação
741,"73434, 73459, 73476, 73572, 73596, 73681, 73692, 74216, 74297, 74343, 74344, 74362, 74405, 74444, 74562, 74575, 74584, 74586, 74590, 74591, 74592, 74644, 74652, 74655, 74656, 74675, 74753",2014,Nenhuma votação
961,"73572, 73579, 73654, 73661, 74462, 74802, 74805",2011,Nenhuma votação
963,"73435, 73463, 73471, 73475, 73540, 73603, 73643, 73645, 73761, 73782, 73817, 73900, 73904, 73983, 74023, 74301, 74319, 74343, 74354, 74455, 74457, 74468, 74469, 74538, 74574, 74579, 74665, 74674, 74684, 74698, 74763, 74782, 74794, 74808, 74828, 74829",2003,"14117-21, 14156-9, 17826-43, 28848-27, 28857-27, 28908-25, 29094-25, 29113-25, 29119-12, 29120-12, 30506-27, 33034-13, 33225-13"
976,"73422, 73459, 73599, 73689, 73761, 73767, 73897, 73983, 74298, 74303, 74426, 74452, 74459, 74535, 74556, 74574, 74647, 74693, 74793, 74794, 74813, 74828",5456,Nenhuma votação
990,"73463, 73531, 73575, 73771, 74344, 74444, 74476, 74581, 74590, 74789, 74792, 74799",2009,Nenhuma votação
995,"73424, 73458, 73460, 73599, 73689, 74238, 74364, 74445, 74449, 74450, 74476, 74550, 74585, 74586, 74685, 74698, 74798, 74804",2006,Nenhuma votação
1012,"73468, 73532, 73666, 73678, 73788, 73910, 73982, 74023, 74065, 74111, 74189, 74240, 74326, 74345, 74357, 74414, 74426, 74431, 74465, 74660, 74694, 74700, 74786, 74800, 74805, 74830, 74834, 74847",2015,Nenhuma votação
1014,"73422, 73445, 73458, 73660, 73685, 73794, 73874, 73893, 74185, 74346, 74442, 74451, 74455, 74464, 74547, 74548, 74558, 74567, 74593, 74647, 74704, 74785, 74860",2008,Nenhuma votação
1038,"73422, 73445, 73599, 73689, 73896, 73906, 74185, 74207, 74298, 74452, 74535, 74542, 74574, 74647, 74693, 74763, 74793, 74813",5456,"35173-2, 35174-2, 35175-2"
1040,"73424, 73460, 74476, 74586",2006,Nenhuma votação
